steps,time,reward,delta,converged
1,0.0005973333333315622,49.80000000000001,100.8,False
2,0.0005862716049307437,416.84000000000003,80.0,False
3,0.0005507160493891661,956.1039999999999,64.0,False
4,0.0005463703703867395,1584.0208000000007,51.200000000000045,False
5,0.0005463703703583178,2210.4630400000005,40.960000000000036,False
6,0.0005455802469214177,2810.903872,32.76800000000003,False
7,0.0005447901234560959,3368.526103040001,26.214400000000026,False
8,0.0005432098765254523,3890.582733312003,20.971520000000027,False
9,0.0005455802469214177,4358.693903257602,16.777216000000024,False
10,0.0005467654321194004,4773.31393988608,13.421772800000014,False
11,0.0005463703703583178,5137.114849726466,10.73741824000001,False
12,0.0005819259259283172,5460.609724876882,8.58993459200002,False
13,0.0011670123456610781,5720.033995892491,6.8719476736000065,False
14,0.0011437037037183018,5927.57341270498,5.497558138880009,False
15,0.0007028148148151558,6093.6049461549665,4.398046511104013,False
16,0.000686222222213928,6226.430172914959,3.5184372088832134,False
17,0.0006538271605052159,6332.690354322952,2.814749767106605,False
18,0.0009244444444505007,6417.698499449348,2.2517998136852952,False
19,0.0006475061728394849,6485.705015550463,1.8014398509482419,False
20,0.0006309135802382571,6540.110228431355,1.4411518807586106,False
21,0.0006846419753117061,6583.634398736067,1.1529215046068941,False
22,0.0007016296296171731,6618.453734979843,0.9223372036855153,False
23,0.0006660740740755955,6646.309203974859,0.7378697629484208,False
24,0.0012337777777986503,6668.593579170872,0.5902958103587395,False
25,0.00061392592593279,6686.421079327682,0.4722366482869944,False
26,0.0005787654321238733,6700.6830794531315,0.3777893186295955,False
27,0.0005902222222289311,6712.0926795534915,0.3022314549036764,False
28,0.0005716543209928204,6721.220359633778,0.24178516392294114,False
29,0.0005708641975274986,6728.522503698011,0.19342813113837565,False
30,0.0007541728395210612,6734.364218949391,0.15474250491070052,False
31,0.0005807407407303344,6739.0375911505,0.1237940039285661,False
32,0.0005740246913603642,6742.776288911383,0.0990352031428614,False
33,0.0005740246913603642,6745.767247120092,0.07922816251428344,False
34,0.0005736296296277033,6748.160013687058,0.06338253001143812,False
35,0.0005744197530930251,6750.074226940633,0.050706024009173234,False
36,0.0005763950617279079,6751.605597543493,0.0405648192073329,False
37,0.0005337283950552774,6752.830694025779,0.03245185536587769,False
38,0.0005313580246877336,6753.810771211608,0.025961484292707837,False
39,0.0005329382715899555,6754.594832960273,0.020769187434183323,False
40,0.0006597530864098644,6755.222082359203,0.016615349947358027,False
41,0.0006052345678995152,6755.723881878348,0.013292279957880737,False
42,0.0005451851851887568,6756.125321493664,0.010633823966315958,False
43,0.0005281975308548681,6756.446473185916,0.008507059173055609,False
44,0.0005645432098617675,6756.703394539721,0.006805647338438803,False
45,0.0005281975308548681,6756.90893162276,0.0054445178707567266,False
46,0.0005293827160528508,6757.073361289192,0.004355614296628119,False
47,0.0005305679012224118,6757.204905022338,0.003484491437305337,False
48,0.0005309629629550727,6757.310140008855,0.002787593149847112,False
49,0.0005321481481530554,6757.394327998071,0.0022300745198791105,False
50,0.0005289876543201899,6757.4616783894435,0.0017840596159004463,False
51,0.0005487407407258615,6757.515558702541,0.0014272476927317257,False
52,0.0013898271604944057,6757.558662953019,0.001141798154208118,False
53,0.0013199012345523897,6757.5931463534,0.0009134385233693365,False
54,0.001338469135816922,6757.620733073705,0.0007307508187039957,False
55,0.0013096296296453147,6757.642802449949,0.0005846006549745653,False
56,0.0013432098765520095,6757.660457950948,0.0004676805239824944,False
57,0.0013155555555499632,6757.674582351741,0.0003741444191973642,False
58,0.0013574320987572719,6757.685881872379,0.00029931553535789135,False
59,0.0016675555555423216,6757.6949214888855,0.0002394524283033661,False
60,0.0013313580246858692,6757.702153182098,0.00019156194264269288,False
61,0.0006534320987441333,6757.70793853666,0.00015324955411699648,False
62,0.0006012839506297496,6757.712566820317,0.00012259964330496587,False
63,0.0006356543209733445,6757.716269447235,9.807971463260401e-05,False
64,0.0005981234567968841,6757.719231548775,7.846377172882057e-05,False
65,0.0005989135802337842,6757.721601230003,6.277101738305646e-05,False
66,0.0006182716049352166,6757.723496974988,5.021681391781385e-05,False
67,0.0006506666666723504,6757.725013570978,4.017345113993542e-05,False
68,0.0006340740740711226,6757.726226847768,3.2138760929001364e-05,False
69,0.0006486913580374676,6757.727197469199,2.5711008746043262e-05,False
70,0.0006344691358037835,6757.727973966344,2.0568807002518952e-05,False
71,0.0005313580246877336,6757.7285951640615,1.6455045610541674e-05,False
72,0.0005921975308638139,6757.729092122236,1.316403648843334e-05,False
73,0.0005353086419574993,6757.729489688774,1.0531229193588842e-05,False
74,0.0005321481481530554,6757.729807742006,8.42498335629216e-06,True
